Date,Temp9am,Temp3pm,MinTemp,MaxTemp,Rainfall,RainToday,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,ID
10-05-20,21.2,22.3,15.7,24.3,0.0,No,6.8,9.5,E,24,SE,E,2,17,62,60,1028.9,1025.8,1,4,2656
11-05-20,18.7,21.4,15.0,24.3,0.0,Yes,5.6,6.4,W,41,WNW,ENE,9,11,77,65,1022.7,1018.6,6,7,2657
12-05-20,22.7,23.4,16.5,29.5,3.6,Yes,5.0,9.6,SSE,43,WSW,NE,11,19,50,55,1016.7,1012.4,1,6,2658
13-05-20,18.3,19.8,17.5,20.4,1.6,Yes,7.8,0.8,SSW,37,S,ESE,20,20,82,77,1022.3,1022.3,4,8,2659
14-05-20,20.1,22.7,16.9,23.3,3.4,No,1.4,8.3,NE,37,W,NE,6,20,75,60,1026.8,1025.2,7,1,2660
15-05-20,21.6,23.1,16.3,24.0,0.0,No,7.0,12.0,NE,44,NNE,ENE,13,30,65,63,1026.2,1022.0,1,0,2661
16-05-20,23.3,27.3,17.3,27.5,0.0,No,6.8,11.9,NNE,43,ESE,E,6,20,60,52,1021.7,1018.7,0,1,2662
17-05-20,21.5,23.0,19.1,26.0,0.0,Yes,9.8,9.7,SSE,31,SSE,ESE,17,15,66,64,1023.1,1021.4,1,4,2663
18-05-20,19.5,22.1,18.8,23.2,1.4,No,7.2,3.8,SSE,35,SE,E,17,15,69,56,1029.2,1027.9,8,7,2664
19-05-20,21.8,24.4,19.4,24.6,0.2,No,4.2,8.2,NE,39,N,ENE,11,24,81,54,1026.6,1022.4,7,4,2665
20-05-20,23.7,26.0,18.7,26.8,0.4,No,6.8,7.7,W,35,SE,ENE,6,15,60,55,1020.6,1016.3,2,2,2666
21-05-20,24.5,26.3,19.7,27.9,1.0,Yes,7.6,3.4,NNE,31,WNW,W,2,9,58,43,1013.8,1011.5,4,7,2667
22-05-20,19.6,20.1,18.6,20.5,8.4,Yes,5.0,0.7,S,61,S,SSW,11,31,89,74,1011.4,1010.3,7,7,2668
23-05-20,16.6,19.4,14.5,21.4,14.8,No,2.8,3.4,SSW,41,SSW,SSW,19,17,70,55,1022.1,1021.6,7,7,2669
24-05-20,17.8,20.7,12.9,22.3,0.2,No,4.6,12.0,ENE,39,WNW,ENE,13,26,62,54,1024.4,1020.9,5,1,2670
25-05-20,21.1,22.3,15.2,24.9,0.0,No,7.4,10.2,NE,43,E,NE,7,19,62,59,1022.1,1017.8,2,3,2671
26-05-20,24.6,22.2,17.5,29.4,0.0,Yes,7.0,5.2,WSW,69,ESE,WSW,9,13,54,53,1014.4,1015.1,3,7,2672
27-05-20,16.5,19.3,15.5,19.6,7.6,No,7.8,2.0,S,54,S,SSE,19,30,65,47,1025.8,1025.8,8,7,2673
28-05-20,16.4,20.6,13.4,21.2,0.4,No,3.8,8.2,SSE,31,W,E,9,20,70,45,1025.3,1022.5,7,5,2674
29-05-20,18.2,21.9,15.7,23.0,0.0,No,5.4,11.4,E,31,WNW,E,7,22,55,40,1023.6,1022.1,5,1,2675
30-05-20,19.0,21.8,14.1,23.1,0.0,No,8.0,9.3,ENE,39,W,NE,7,24,59,48,1023.8,1020.8,1,7,2676
31-05-20,22.2,22.5,17.1,24.2,0.0,No,8.0,5.7,NE,48,NE,NE,19,28,59,61,1021.8,1018.6,7,8,2677
01-06-20,21.9,25.4,17.5,26.8,0.0,Yes,7.8,9.0,NE,44,E,NE,15,17,67,59,1015.2,1010.6,1,3,2678
02-06-20,21.6,26.4,18.2,30.7,26.0,Yes,6.6,9.1,WSW,46,NW,E,13,15,75,53,1011.2,1009.0,5,5,2679
03-06-20,19.0,19.2,18.6,20.0,1.4,Yes,6.8,0.0,S,35,SSE,SE,19,17,91,89,1017.0,1016.5,8,8,2680
04-06-20,19.5,19.4,17.1,19.6,3.8,Yes,1.4,0.0,E,56,ESE,E,24,31,91,83,1017.6,1016.3,8,8,2681
05-06-20,18.2,20.5,16.0,23.4,13.0,Yes,0.0,0.7,ENE,50,NE,NE,30,26,94,80,1014.8,1010.5,8,8,2682
06-06-20,23.3,20.5,18.2,28.3,11.6,Yes,3.2,5.2,S,33,W,NE,9,13,77,87,1007.7,1006.3,4,7,2683
07-06-20,22.5,21.8,18.4,24.6,10.0,No,5.6,5.3,SSE,46,ESE,ESE,9,28,69,69,1012.3,1012.3,3,7,2684
08-06-20,18.0,20.4,16.2,21.7,0.4,No,7.2,4.6,SSW,46,SSW,SSE,17,26,67,65,1020.7,1020.0,7,6,2685
09-06-20,19.5,21.8,13.7,23.3,0.0,No,6.4,12.3,E,30,W,E,11,17,59,48,1021.3,1017.5,5,1,2686
10-06-20,20.6,24.8,15.2,25.6,0.0,No,6.0,11.3,ENE,30,S,ENE,2,19,61,45,1016.0,1013.5,3,7,2687
11-06-20,20.0,22.1,18.9,23.9,0.0,Yes,8.6,0.0,SSW,31,S,ESE,13,11,82,66,1020.3,1020.3,7,7,2688
12-06-20,23.5,22.2,18.3,25.5,2.4,No,4.8,4.2,NNE,43,NNE,ENE,17,17,53,69,1020.4,1018.0,7,8,2689
13-06-20,22.7,23.3,18.0,28.8,0.4,Yes,8.4,7.4,SSW,48,W,NE,7,6,63,60,1013.1,1009.8,1,7,2690
14-06-20,18.7,18.9,17.7,20.1,18.2,Yes,9.0,0.0,SSE,33,S,ESE,15,19,81,70,1014.4,1013.4,8,8,2691
15-06-20,18.2,18.5,14.9,20.9,29.6,Yes,2.2,0.8,SSW,46,SSE,S,24,19,64,70,1017.7,1017.4,7,7,2692
16-06-20,19.1,21.7,14.3,22.6,5.0,No,4.4,13.0,ESE,31,SSE,ESE,17,20,56,43,1020.0,1018.0,5,1,2693
17-06-20,20.2,23.7,14.4,25.1,0.0,No,8.0,12.6,NNE,44,W,NE,6,22,55,46,1019.1,1016.0,0,2,2694
18-06-20,25.1,35.6,17.4,36.5,0.0,No,11.0,13.0,SSW,57,W,W,11,22,45,17,1013.6,1009.7,5,1,2695
19-06-20,23.1,28.6,18.8,31.2,0.0,No,10.4,12.5,SSW,28,W,E,9,17,62,54,1015.0,1011.7,1,4,2696
20-06-20,25.2,40.7,21.4,40.9,0.0,No,8.8,12.4,W,54,SW,WNW,2,28,63,13,1012.5,1006.3,1,1,2697
21-06-20,20.8,20.7,20.3,22.1,0.0,No,14.6,0.3,S,54,SE,SE,13,24,65,56,1015.6,1017.3,7,7,2698
22-06-20,19.8,20.8,19.0,22.4,0.0,No,6.2,2.7,NNE,33,E,ENE,17,17,59,58,1019.7,1016.7,7,8,2699
23-06-20,22.4,25.4,17.1,26.5,0.0,No,3.8,11.5,SSE,52,WNW,SE,11,30,60,52,1011.9,1010.8,1,2,2700
24-06-20,23.6,23.0,18.7,25.2,0.0,No,8.0,11.4,NE,52,ENE,NE,13,28,57,55,1017.4,1014.1,4,1,2701
25-06-20,32.4,36.0,22.4,37.8,0.0,No,12.6,9.6,W,74,NNW,W,28,35,31,14,999.8,1000.0,1,2,2702
26-06-20,21.1,21.6,16.5,22.6,0.6,No,14.6,7.1,ENE,37,SE,ESE,4,22,54,60,1016.1,1013.8,7,4,2703
27-06-20,21.5,22.5,19.1,23.8,0.0,No,7.4,0.3,ENE,37,ENE,NE,20,17,69,55,1016.7,1016.0,8,8,2704
28-06-20,21.1,25.1,19.9,26.0,0.0,No,6.4,7.1,ENE,43,NNE,NE,17,22,80,65,1013.7,1009.7,7,2,2705
29-06-20,21.1,23.8,18.2,26.3,0.2,No,7.4,11.1,S,48,WSW,E,7,22,65,65,1012.4,1008.7,4,1,2706
30-06-20,26.3,32.0,19.0,33.3,0.0,No,8.0,10.4,S,63,ESE,NE,9,31,58,34,1010.3,1006.7,1,5,2707
01-07-20,21.0,19.4,19.2,22.8,0.0,No,14.2,5.3,SSE,61,S,S,22,35,66,59,1015.1,1017.0,7,7,2708
02-07-20,19.4,20.3,17.1,21.7,0.0,No,9.2,8.1,ESE,31,ESE,ESE,11,20,52,49,1027.1,1026.0,7,5,2709
03-07-20,20.3,22.8,14.6,23.6,0.0,No,6.4,9.3,E,28,WNW,E,6,19,53,44,1026.3,1024.1,4,3,2710
04-07-20,23.0,24.9,16.6,25.8,0.0,No,9.0,12.7,ENE,35,SE,ENE,7,24,58,46,1020.5,1017.8,3,5,2711
05-07-20,23.2,24.1,18.8,25.5,0.0,No,9.2,7.9,E,39,ESE,E,9,22,61,57,1021.4,1019.9,7,7,2712
06-07-20,22.7,24.4,20.9,25.0,0.0,No,7.6,0.3,NE,43,NE,ENE,11,17,68,64,1018.6,1015.8,7,7,2713
07-07-20,24.6,27.5,21.3,33.3,0.8,Yes,4.6,8.6,S,61,NNE,ENE,7,17,70,58,1014.2,1012.1,5,3,2714
08-07-20,21.3,25.0,20.2,25.5,15.2,No,10.0,6.4,SSW,44,S,E,7,19,80,63,1015.9,1011.7,7,3,2715
09-07-20,24.4,34.7,21.2,35.3,0.2,No,6.4,8.8,W,59,W,WNW,17,30,66,13,1005.8,1001.1,3,7,2716
10-07-20,20.8,21.4,18.4,22.6,0.0,No,12.2,5.8,ESE,39,E,ESE,15,28,57,50,1014.7,1015.1,3,4,2717
11-07-20,21.4,23.2,18.2,24.4,0.0,No,7.6,6.5,NE,48,NE,NE,19,30,58,56,1019.3,1016.1,5,7,2718
12-07-20,23.4,25.5,18.3,29.6,0.0,No,8.0,13.1,ENE,28,WNW,E,9,19,63,59,1015.4,1013.4,3,3,2719
13-07-20,23.1,25.0,20.6,26.9,0.0,No,10.0,5.7,ENE,43,ENE,ENE,11,22,72,65,1015.3,1012.5,6,8,2720
14-07-20,22.9,18.2,21.1,23.4,0.6,Yes,5.4,1.8,SSE,80,NE,N,22,13,87,82,1014.8,1016.7,7,8,2721
15-07-20,21.6,24.6,16.6,26.1,9.8,No,4.8,12.0,E,37,WNW,E,9,24,70,60,1018.5,1016.9,4,1,2722
16-07-20,24.5,27.1,19.0,27.5,0.0,No,13.6,12.3,NNE,46,E,ENE,15,30,58,53,1016.8,1014.0,0,1,2723
17-07-20,26.3,27.5,20.3,29.0,0.0,No,9.4,13.2,NE,52,ESE,NE,9,20,59,53,1014.6,1012.8,1,1,2724
18-07-20,27.1,21.5,23.6,29.1,0.0,Yes,14.0,3.6,SSE,50,ENE,S,7,22,56,79,1014.8,1017.2,6,8,2725
19-07-20,17.8,17.7,17.7,21.8,29.8,Yes,4.4,0.0,ESE,44,SSW,NE,19,2,89,90,1023.2,1021.5,8,8,2726
20-07-20,21.8,22.0,17.3,23.0,34.0,No,3.6,4.5,ESE,31,SE,ESE,13,22,65,59,1019.4,1017.7,7,7,2727
21-07-20,21.6,23.9,16.9,24.6,1.0,No,5.0,9.5,E,37,ESE,ESE,20,20,60,52,1019.9,1018.7,4,2,2728
22-07-20,21.8,24.5,17.5,25.2,0.0,No,7.0,9.6,ENE,35,ENE,E,4,20,55,48,1018.7,1015.4,5,4,2729
23-07-20,22.7,23.4,18.8,26.1,0.6,Yes,7.4,6.1,NE,39,N,NE,17,17,74,77,1009.7,1006.0,5,7,2730
24-07-20,17.1,22.3,17.1,23.0,1.8,Yes,8.8,5.7,S,59,SSE,S,22,28,74,47,1016.7,1018.4,8,1,2731
25-07-20,16.7,21.6,15.3,22.6,2.6,No,5.8,4.8,SSW,44,SW,SSE,20,24,78,50,1023.7,1023.0,7,7,2732
26-07-20,21.2,24.1,15.4,24.9,0.2,No,7.4,12.5,SSE,35,SE,ESE,20,22,51,38,1022.4,1020.7,6,1,2733
27-07-20,20.2,23.7,15.0,25.6,0.0,No,7.4,13.1,ESE,26,NW,E,6,19,60,50,1019.9,1018.7,0,1,2734
28-07-20,21.3,24.2,17.4,26.7,0.0,No,8.0,12.7,W,41,WNW,E,9,24,62,52,1019.4,1016.8,1,5,2735
29-07-20,22.9,24.2,17.9,25.6,0.0,No,11.0,12.3,E,35,SSW,E,2,28,57,52,1016.4,1013.7,6,4,2736
30-07-20,22.3,23.5,18.0,25.4,0.0,No,6.8,3.3,ESE,28,W,ESE,0,19,60,51,1013.4,1012.3,7,7,2737
31-07-20,22.2,19.9,20.2,24.6,0.0,Yes,8.0,0.0,SE,44,SSE,SE,20,22,63,84,1015.2,1014.7,8,8,2738
01-08-20,18.8,19.1,18.6,23.6,15.0,Yes,6.4,0.7,ESE,46,ESE,ESE,6,7,86,89,1016.8,1016.3,8,8,2739
02-08-20,19.1,19.5,17.8,20.3,34.2,Yes,0.0,0.0,ESE,54,SE,SE,26,26,87,87,1016.5,1014.6,8,8,2740
03-08-20,18.2,17.9,17.4,18.6,51.4,Yes,8.0,0.0,SE,48,SE,SSE,19,20,92,91,1012.3,1011.6,8,8,2741
04-08-20,18.1,21.0,16.5,24.4,41.4,No,2.0,7.6,W,41,SSW,SSW,22,24,91,66,1014.0,1015.8,7,7,2742
05-08-20,20.6,24.1,15.5,25.4,0.4,No,6.6,12.1,W,41,NW,E,4,19,58,53,1020.1,1019.0,5,1,2743
06-08-20,21.2,24.5,18.5,25.5,0.0,No,7.0,8.6,ENE,31,N,E,2,22,71,52,1021.9,1018.8,5,6,2744
07-08-20,22.9,26.2,18.5,27.1,0.0,No,8.0,12.2,ENE,41,W,ENE,9,26,67,53,1020.4,1017.5,3,1,2745
08-08-20,24.5,31.1,20.5,31.6,0.0,No,9.0,12.1,E,28,ESE,E,7,15,69,52,1013.3,1009.1,1,1,2746
09-08-20,26.5,25.9,23.5,34.0,0.0,No,10.6,4.4,S,52,W,SSE,2,24,56,70,1010.4,1012.1,6,7,2747
10-08-20,23.2,26.7,21.3,31.0,0.0,No,6.0,11.0,NE,37,NNE,E,4,28,69,59,1019.7,1016.2,3,1,2748
11-08-20,14.5,19.4,14.3,21.7,34.0,Yes,12.2,2.7,S,54,W,S,19,22,92,71,1024.4,1024.0,8,7,2749
12-08-20,19.7,22.8,14.3,23.8,5.4,No,6.0,7.2,SE,43,SSE,SSE,20,20,66,45,1026.9,1026.1,7,5,2750
13-08-20,20.4,25.1,16.0,26.1,0.0,No,5.6,11.8,SE,33,SSE,ESE,13,22,71,49,1025.1,1022.6,6,4,2751
14-08-20,22.1,25.1,16.7,27.0,0.0,No,7.0,13.5,NNE,35,WNW,E,6,20,64,55,1020.6,1017.7,2,2,2752
15-08-20,24.2,29.2,19.2,30.2,0.0,No,8.0,13.0,NNE,41,N,ENE,6,13,60,54,1017.4,1013.3,3,3,2753
16-08-20,27.9,32.1,21.9,37.5,0.0,No,11.8,10.0,NNE,39,ESE,E,4,9,39,39,1012.6,1009.8,1,6,2754
17-08-20,26.2,32.3,23.6,33.5,0.0,Yes,11.6,6.9,SW,61,SW,ENE,4,20,66,48,1010.5,1007.4,5,4,2755
18-08-20,24.9,25.7,22.8,29.2,30.6,Yes,10.4,1.4,NE,30,SSW,E,7,13,85,76,1011.0,1006.4,7,7,2756
19-08-20,25.6,25.5,22.3,26.0,13.0,No,3.4,9.5,W,41,S,S,17,33,60,59,1006.7,1008.6,3,6,2757
20-08-20,21.9,24.1,20.8,25.0,0.0,No,6.6,0.6,SSE,31,SSW,ESE,11,15,73,62,1013.4,1012.1,8,7,2758
21-08-20,23.2,24.7,21.6,25.2,0.0,No,4.6,0.0,W,41,E,E,13,13,73,64,1014.5,1013.3,8,8,2759
22-08-20,22.9,26.4,21.6,27.8,0.0,Yes,2.4,8.7,W,41,E,ENE,11,19,73,54,1017.7,1017.3,8,4,2760
23-08-20,24.0,24.3,20.8,24.9,2.2,No,9.8,0.5,NE,48,NE,NE,17,15,66,63,1016.2,1014.0,6,8,2761
24-08-20,23.5,27.2,21.4,27.6,0.4,No,5.6,6.7,NNE,39,N,ENE,17,15,74,64,1008.2,1004.7,7,7,2762
25-08-20,26.3,23.2,22.4,28.1,0.0,Yes,5.0,8.2,NW,65,NNE,ESE,11,6,72,86,1003.3,1001.9,3,7,2763
26-08-20,22.4,28.1,19.5,28.7,9.0,Yes,3.0,3.0,ESE,70,W,ESE,17,17,84,62,1004.9,1002.7,8,7,2764
27-08-20,22.6,31.0,19.7,31.1,12.8,No,5.8,10.0,WNW,48,W,WNW,15,26,83,26,1004.4,1003.3,1,5,2765
28-08-20,26.0,25.5,21.8,26.5,0.2,Yes,8.0,7.4,SSE,43,NNW,SE,2,15,42,52,1004.2,1001.1,5,4,2766
29-08-20,20.9,26.6,17.0,27.9,2.0,No,5.0,12.9,SE,33,WNW,ESE,17,24,62,45,1006.3,1004.0,2,3,2767
30-08-20,23.4,27.7,19.3,28.3,0.0,Yes,7.6,10.7,SSE,43,W,E,4,26,67,59,1003.6,1002.2,5,4,2768
31-08-20,19.7,23.5,19.1,24.8,10.8,Yes,7.6,0.8,S,59,SSW,S,24,33,87,55,1012.0,1012.8,8,7,2769
01-09-20,22.0,23.9,19.6,26.1,3.6,Yes,9.6,6.8,SSE,56,S,SSE,31,39,59,56,1017.4,1017.6,6,5,2770
02-09-20,22.8,26.4,19.9,27.0,1.8,No,8.8,8.1,SSE,37,SE,ESE,20,20,75,49,1018.0,1016.9,7,3,2771
03-09-20,22.5,25.7,19.1,27.4,0.0,No,7.2,10.1,ESE,30,WNW,ESE,9,17,76,54,1018.0,1016.6,5,3,2772
04-09-20,23.0,27.0,19.0,28.0,0.0,No,4.6,12.6,E,24,WNW,ESE,11,17,68,54,1019.1,1017.9,2,1,2773
05-09-20,25.0,27.3,21.0,27.7,0.0,No,9.8,10.3,SSE,39,SSE,SE,26,19,70,47,1020.7,1019.6,6,1,2774
06-09-20,23.2,27.6,19.6,28.5,0.2,No,7.6,12.7,NE,43,W,ENE,11,22,68,46,1016.7,1012.9,2,1,2775
07-09-20,24.6,26.7,20.7,28.4,0.0,No,10.4,9.6,E,26,WSW,E,6,20,65,58,1015.8,1014.2,3,7,2776
08-09-20,25.4,27.5,21.5,28.8,0.0,No,6.4,12.0,ENE,33,W,E,7,22,63,58,1017.0,1015.1,2,1,2777
09-09-20,25.3,27.7,20.7,28.9,0.0,No,8.8,12.1,NNE,46,N,NE,9,24,60,54,1014.6,1011.5,1,1,2778
10-09-20,26.2,31.5,21.1,32.5,0.0,No,9.6,10.4,SSE,48,NE,SSE,2,4,58,53,1008.4,1005.3,1,5,2779
11-09-20,24.1,27.4,22.3,29.3,0.0,No,8.0,6.9,SW,31,W,ESE,15,20,75,62,1011.8,1007.7,7,3,2780
12-09-20,25.3,25.6,21.5,27.9,0.0,No,7.0,10.8,SSE,48,SSW,SE,17,31,36,51,1009.1,1008.8,1,2,2781
13-09-20,20.5,25.5,19.5,26.0,0.0,No,8.8,10.4,SSE,39,SSW,ESE,22,22,57,34,1011.4,1008.4,3,1,2782
14-09-20,22.9,26.1,18.3,26.4,0.0,No,8.0,11.7,E,30,SSW,ESE,11,19,59,47,1009.8,1008.7,3,1,2783
15-09-20,23.7,28.6,20.5,29.4,0.0,No,8.0,11.1,ENE,35,NW,ENE,9,20,70,60,1012.4,1009.8,4,1,2784
16-09-20,24.6,28.8,23.1,29.3,0.0,Yes,9.4,5.9,S,52,SSW,S,24,26,75,52,1017.7,1018.2,7,5,2785
17-09-20,21.9,26.6,21.4,27.0,6.0,Yes,8.2,4.8,E,37,S,ESE,9,13,89,67,1025.4,1024.6,6,4,2786
18-09-20,24.3,28.0,20.8,28.8,1.2,No,3.8,11.6,ENE,39,W,ENE,11,24,71,59,1025.4,1022.0,1,6,2787
19-09-20,25.4,28.2,21.8,29.7,0.0,No,9.4,12.4,NNE,43,N,ENE,9,22,62,51,1021.3,1017.7,1,1,2788
20-09-20,26.1,28.4,20.9,29.5,0.0,No,11.0,12.3,NNE,46,NNE,ENE,11,26,60,58,1016.1,1012.9,0,1,2789
21-09-20,26.1,32.2,21.9,32.8,0.0,No,8.4,12.2,NNE,44,NE,E,7,17,62,45,1012.4,1009.3,0,0,2790
22-09-20,25.4,26.7,23.2,27.8,0.0,No,12.2,5.2,S,63,SSW,SE,28,22,67,60,1014.9,1015.5,1,7,2791
23-09-20,26.0,25.2,22.5,27.5,0.0,No,6.0,10.0,ESE,33,ESE,ESE,17,22,60,55,1019.3,1019.0,7,5,2792
24-09-20,23.7,26.3,20.7,28.1,0.0,No,8.0,10.1,E,28,W,E,11,17,62,53,1018.8,1017.2,1,1,2793
25-09-20,23.0,27.5,20.5,27.7,0.0,No,11.2,5.7,ESE,31,W,SE,9,20,73,60,1021.2,1020.4,7,5,2794
26-09-20,23.6,27.6,21.3,28.2,0.0,No,4.2,7.7,ENE,33,E,ENE,4,26,72,47,1022.0,1019.9,4,1,2795
27-09-20,25.1,28.1,20.3,28.8,0.0,No,7.8,10.7,NNE,50,NNE,ENE,13,30,59,52,1021.1,1018.9,7,7,2796
28-09-20,25.2,28.4,22.2,28.7,0.0,No,8.2,10.2,NE,46,NNE,NE,4,26,71,58,1021.3,1019.4,3,4,2797
29-09-20,24.9,26.9,22.8,28.3,0.0,No,9.6,10.1,NE,39,N,NE,20,24,70,53,1022.0,1020.1,7,2,2798
30-09-20,24.6,27.2,20.6,27.6,0.0,No,9.2,10.6,NE,41,NNE,NE,11,24,64,55,1021.7,1019.4,1,1,2799
01-10-20,24.9,26.3,20.8,27.9,0.0,No,9.8,10.5,NE,46,N,NE,4,20,64,59,1022.9,1021.2,2,1,2800
02-10-20,24.5,26.8,21.0,28.3,0.0,No,8.0,11.8,ENE,44,E,NE,7,26,71,57,1021.6,1018.8,2,1,2801
03-10-20,26.2,27.0,22.4,28.1,0.0,No,8.8,10.8,ENE,33,NE,ENE,7,20,61,57,1023.4,1022.6,1,3,2802
04-10-20,24.8,29.1,22.9,29.3,0.0,No,9.2,10.1,NNE,43,N,NE,13,24,71,55,1021.6,1017.9,4,4,2803
05-10-20,24.0,28.5,22.0,30.6,0.0,No,8.0,6.5,SE,31,SSE,SSE,2,24,84,59,1019.7,1018.9,7,7,2804
06-10-20,23.8,26.8,22.8,27.8,0.0,No,5.8,2.3,ENE,37,ENE,ENE,6,19,79,66,1020.1,1017.9,8,7,2805
07-10-20,24.6,27.6,21.8,28.7,0.0,No,4.6,10.7,NE,43,WNW,E,9,24,73,60,1019.6,1018.0,1,2,2806
08-10-20,25.8,26.2,22.6,27.7,0.0,No,9.0,7.7,ENE,30,NE,ENE,11,20,63,63,1020.5,1017.9,4,7,2807
09-10-20,22.9,29.9,21.8,30.7,0.0,Yes,7.2,4.9,SSW,41,WNW,SE,9,20,84,54,1016.3,1014.3,7,6,2808
10-10-20,20.2,24.3,19.9,25.6,16.8,Yes,7.0,4.5,SSW,44,SW,S,11,26,89,66,1019.5,1018.6,7,6,2809
11-10-20,20.7,25.4,19.7,26.2,23.0,Yes,6.0,7.6,ESE,39,S,SSW,9,20,88,58,1019.7,1018.0,8,4,2810
12-10-20,19.6,25.5,19.0,26.1,13.6,Yes,5.2,7.5,W,41,NW,E,4,15,92,59,1017.0,1012.9,7,4,2811
13-10-20,23.4,26.4,19.6,28.2,3.4,Yes,5.6,4.4,SSW,52,NNE,NNE,11,13,71,67,1003.6,997.6,7,7,2812
14-10-20,18.4,23.8,16.2,24.4,4.8,No,5.4,11.0,W,44,WSW,SE,20,22,43,36,1010.9,1011.2,1,1,2813
15-10-20,18.6,18.1,17.4,22.0,0.2,Yes,7.8,3.4,S,52,SSW,S,15,20,63,81,1017.5,1016.8,7,8,2814
16-10-20,15.6,20.7,15.4,21.2,61.2,Yes,5.8,2.7,S,43,WSW,SSW,19,24,91,65,1018.8,1016.5,8,7,2815
17-10-20,17.1,21.5,14.3,23.8,25.4,Yes,2.8,6.9,S,50,W,S,20,19,74,63,1017.5,1015.5,3,7,2816
18-10-20,18.3,23.9,14.9,25.3,1.6,No,4.2,9.5,W,33,W,ESE,20,15,66,51,1018.2,1016.9,1,3,2817
19-10-20,19.4,25.8,16.5,27.4,0.0,No,5.2,9.3,ENE,31,W,E,11,24,73,51,1020.7,1019.0,6,3,2818
20-10-20,20.4,22.9,19.3,25.2,0.0,No,6.8,0.3,S,24,WNW,WNW,11,9,78,62,1018.9,1016.3,7,7,2819
21-10-20,20.0,24.5,17.1,26.0,0.0,No,3.0,10.2,ENE,28,WNW,ENE,17,17,71,59,1018.6,1016.0,2,2,2820
22-10-20,22.2,23.0,19.3,24.2,0.2,Yes,4.0,5.7,ESE,41,S,E,9,20,83,63,1018.2,1017.0,5,6,2821
23-10-20,20.6,26.0,19.4,26.0,34.8,No,5.8,4.1,SSW,26,S,ESE,15,20,88,64,1018.7,1015.7,6,6,2822
24-10-20,21.2,21.1,20.6,23.3,0.0,Yes,4.0,0.0,SSW,37,SSW,SSW,13,19,84,84,1017.5,1016.0,7,8,2823
25-10-20,20.5,26.8,19.0,28.7,7.0,Yes,1.4,7.5,WNW,30,W,NW,17,7,81,31,1015.0,1012.0,1,6,2824
26-10-20,19.9,24.7,16.5,25.6,1.2,No,6.8,10.6,SSE,39,W,SSE,20,20,51,42,1017.1,1016.2,1,2,2825
27-10-20,20.2,24.9,16.6,25.6,0.0,No,5.4,10.2,NE,37,W,ENE,15,28,69,58,1019.1,1015.1,3,1,2826
28-10-20,19.9,29.7,18.3,31.2,0.0,No,6.8,10.3,SSE,35,W,SW,19,9,63,19,1016.4,1014.6,7,3,2827
29-10-20,21.2,23.3,19.5,25.2,0.0,Yes,6.8,6.7,SSE,35,SSW,ESE,17,19,74,64,1024.6,1022.1,6,2,2828
30-10-20,19.5,23.3,18.7,23.5,94.4,Yes,3.4,0.8,ENE,33,SE,ESE,6,17,91,71,1023.2,1019.6,8,7,2829
31-10-20,23.5,25.6,18.6,26.2,6.4,No,3.0,10.4,W,41,NNE,NNE,9,24,64,58,1020.1,1015.2,1,3,2830
01-11-20,25.0,29.3,19.9,34.2,0.0,No,6.8,10.6,NE,43,ESE,NNE,7,26,54,46,1015.9,1011.6,1,1,2831
02-11-20,20.1,19.9,19.9,20.5,0.2,No,8.4,0.0,SSE,43,SSE,SSE,26,19,59,54,1023.2,1022.3,8,7,2832
03-11-20,18.8,20.5,17.7,20.6,0.0,No,4.0,0.0,ENE,31,W,E,13,2,71,70,1023.5,1021.2,8,8,2833
04-11-20,19.3,24.0,16.0,25.0,0.4,No,1.2,9.5,ESE,26,WNW,SE,17,15,65,57,1022.0,1018.8,2,7,2834
05-11-20,19.3,23.7,16.1,27.3,0.0,No,3.8,9.6,W,41,WNW,E,19,19,70,51,1019.8,1015.5,5,3,2835
06-11-20,19.6,24.1,16.1,26.5,0.0,Yes,6.4,9.4,WSW,31,WNW,SE,15,19,51,46,1017.5,1016.4,3,6,2836
07-11-20,18.3,20.5,17.4,22.9,8.2,No,5.6,5.7,S,35,SE,SSE,7,22,85,68,1023.1,1021.8,7,5,2837
08-11-20,19.7,22.5,15.5,24.2,0.6,No,4.2,8.3,ESE,28,WNW,ESE,11,19,72,57,1027.4,1026.3,6,2,2838
09-11-20,18.6,22.3,15.7,22.9,0.6,No,3.4,2.4,ENE,33,S,NE,6,15,88,62,1030.2,1027.5,7,7,2839
10-11-20,21.3,24.2,16.5,24.6,1.0,No,3.4,9.9,NE,33,W,NE,2,19,66,51,1026.4,1021.8,6,5,2840
11-11-20,19.8,24.7,16.6,25.5,0.0,No,5.0,9.3,SSE,28,W,ENE,7,11,69,49,1021.2,1017.8,6,7,2841
12-11-20,20.1,20.5,19.1,23.2,0.0,Yes,4.6,3.2,SSW,43,SSW,SSE,15,17,73,77,1022.1,1020.4,7,7,2842
13-11-20,18.9,21.2,15.1,24.2,2.0,Yes,3.0,7.6,SSE,37,W,SSE,17,17,75,68,1021.8,1019.2,6,7,2843
14-11-20,19.5,22.2,16.9,23.9,15.0,Yes,5.0,6.9,W,24,W,ESE,13,17,83,68,1021.7,1020.1,3,7,2844
